MsgID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,MsgBody,vader_sentiment,roberta_sentiment
'kyjww9c',0.0,0.435,0.565,0.6369,0.06588473170995712,0.6745078563690186,0.2596074342727661,mine everybody get chuckle find fit,Positive,Neutral
'kyjx7si',0.149,0.851,0.0,-0.4215,0.08951146900653839,0.8655390739440918,0.04494943469762802,international trade talk name technology travel thousands miles bypass know roadblocks vacuum short wave ill tell starlink,Negative,Neutral
'kyjxkh2',0.241,0.759,0.0,-0.3612,0.17212951183319092,0.787952721118927,0.039917752146720886,exactly say end pay service simple failover failover drop lot packets likely switch,Negative,Neutral
'kyjy2k7',0.075,0.636,0.289,0.5719,0.5653446912765503,0.3851460814476013,0.049509137868881226,sorry service like need data center tell general service like would impossible setup home,Positive,Negative
'kyjy9s4',0.143,0.857,0.0,-0.25,0.03580053150653839,0.8672477006912231,0.09695171564817429,absolutely travel thousands miles speed light vacuum starlink slower base path length alone,Negative,Neutral
'kyjyf2p',0.0,0.595,0.405,0.5267,0.015885179862380028,0.8895506858825684,0.09456409513950348,kind wifi boaster also generation starlink,Positive,Neutral
'kyjyi2w',0.137,0.392,0.471,0.5267,0.016794797033071518,0.7521148324012756,0.2310904562473297,value add subscription include prime pay play,Positive,Neutral
'kyjyj4n',0.0,0.541,0.459,0.1779,0.09436263889074326,0.7116875648498535,0.1939498484134674,provider amazon prime,Positive,Neutral
'kyjyugo',0.067,0.813,0.12,0.296,0.36072224378585815,0.5933268070220947,0.04595097154378891,embark installation take entire day install house mount way overhang highest point roof yesterday begin installation turn process get work customer support useless screen door submarine go climb back ft ladder make sure cord dish plug properly,Positive,Neutral
'kyjzasa',0.217,0.783,0.0,-0.3612,0.6788036823272705,0.30821800231933594,0.012978337705135345,dunno must im try argumentative dont get couldnt service home,Negative,Negative
'kyjzjrx',0.0,0.37,0.63,0.7003,0.00418669730424881,0.2773025333881378,0.7185107469558716,look become new subscriber sure secure well,Positive,Positive
'kyk021h',0.0,1.0,0.0,0.0,0.11696717888116837,0.8456680178642273,0.03736487776041031,sign globaltv need enter service provider internet provider shaw telus whatever,Neutral,Neutral
'kyk05tg',0.025,0.797,0.178,0.8126,0.14804305136203766,0.8093409538269043,0.04261590167880058,starlink internet service tv service service provider theyre ask whatever tv source use get television channel like belltv shaw cable rogers ignite tv etc dont tv subscriptions like would subscribe one get survivor live show stack tv extra sub pay per month extra prime video im sure tv channel,Positive,Neutral
'kyk0egj',0.232,0.683,0.085,-0.5106,0.2994582951068878,0.6709549427032471,0.029586756601929665,problem pay problem sign try sign globaltv stackedtv app request code get code sign service provider like telus shaw starlink list sign globaltv starlink,Negative,Neutral
'kyk0gx4',0.089,0.768,0.143,0.8479,0.13428711891174316,0.6750985383987427,0.19061438739299774,starlink isnt go useful hm thats necessarily true fix wireless microwave shortwave maybe others microwave chicago nyc example issue first take wide path around lake michigan second tses watch weather constantly see rain path link adverse weather event fall back spread line also microwave lot less bandwidth fiber link prioritize shortwave bandwidth ridiculously low challenge mention manage ton tower infrastructure fcc license etc firm definitely jump citadel impressive amount radio tower us europe also fact microwave link nyc london chicago tokyo china hahahaha kid youre either use shortwave incredibly low bandwidth youre rely fiber link shortwave faster yes variance specific link city city still super low bandwidth starlink play role firm need bandwidth shortwave provide firm dont capital require maintain bunch fcc license large radio tower etc yes also opinoins disclaimer,Positive,Neutral
'kyk0gzm',0.0,1.0,0.0,0.0,0.1777455061674118,0.7784020304679871,0.04385245218873024,question globaltv starlink nothing gtv isp,Neutral,Neutral
'kyk0mcp',0.161,0.78,0.059,-0.9062,0.45358437299728394,0.505186915397644,0.04122862219810486,lead indicate power router however router broadcast establish ssid prove work extent possible may poor electrical contact somewhere cable circuit open conductor poorly seat connector accumulation oxidation condensation corrosion connector pin cable might fine good electrical contact count quick check issue starlink app scroll select may need select first older app release select find label cable ping drop rate https continuous continuity test measure ping lose value higher may indicate bad cable damage conductors corrosion oxidation pin wiithout electrical contact fault either cable connector within dishy router indicate disconnect circuit ie open conductor somewhere circuit provide zero electrical contact cable ping drop rate read,Negative,Neutral
'kyk13cw',0.0,1.0,0.0,0.0,0.6258857250213623,0.34959855675697327,0.02451576478779316,prime cant access stack,Neutral,Negative
'kyk15s0',0.0,1.0,0.0,0.0,0.03670674189925194,0.7148988246917725,0.2483944296836853,shouldnt need sign global app open prime app sign prime app launch stack within subscriptions stack tv include global tv content able find youre look,Neutral,Neutral
'kyk1aoz',0.062,0.938,0.0,-0.3182,0.09586650133132935,0.869486391544342,0.034647200256586075,speed light satellite similar orbit delta speed doppler effect dish satellite grind terminal doppler effect give orbital altitude absolute minimum transmission delay dish grind terminal ms ms process time orbital routers grind station routers pure theoretical,Negative,Neutral
'kyk1p5i',0.0,1.0,0.0,0.0,0.784856915473938,0.2056000828742981,0.0095429802313447,subscribe stack still cant access globaltv,Neutral,Negative
'kyk1xsn',0.0,1.0,0.0,0.0,0.7757837772369385,0.21542833745479584,0.008787889033555984,snark reddit man stack still unable access globaltv,Neutral,Negative
'kyk20qv',0.239,0.761,0.0,-0.296,0.5821425318717957,0.400788813829422,0.017068611457943916,suspect devices dont sufficient log able tell decisively,Negative,Negative
'kyk21ag',0.0,0.923,0.077,0.3804,0.12538640201091766,0.7003716826438904,0.17424190044403076,need data center bond point inherently need outside home place faster reliable internet connections bond usually data center could host bond point house subject speed outages substantially increase latency triple data usage,Positive,Neutral
'kyk26dm',0.0,1.0,0.0,0.0,0.20171111822128296,0.7641211748123169,0.03416769951581955,dont know legit thats depiction holmann transfer orbit use launch vehicles mar elon confirm graphic starlink routers,Neutral,Neutral
'kyk29co',0.0,0.282,0.718,0.6249,0.012523593381047249,0.47158902883529663,0.5158873796463013,clear map reboot thank,Positive,Positive
'kyk2agt',0.117,0.883,0.0,-0.2755,0.10581499338150024,0.8239777684211731,0.07020718604326248,tv part stack tv dont need go survivor stack tv technically stack tv own corus own global,Negative,Neutral
'kyk2x5p',0.0,1.0,0.0,0.0,0.4171770215034485,0.5629812479019165,0.01984175108373165,cant access apparently sign starlink us use canadian data get stack,Neutral,Neutral
'kyk32ty',0.203,0.797,0.0,-0.6818,0.8060154914855957,0.1823149025440216,0.01166958175599575,slow nothing like cell service everybody mobile phone nearly many starlink imo bad go get even everyone rv already wont use starlink tomorrow eclipse,Negative,Negative
'kyk37hj',0.0,1.0,0.0,0.0,0.21207599341869354,0.6578977108001709,0.13002626597881317,dollar general,Neutral,Neutral
'kyk3dij',0.0,1.0,0.0,0.0,0.6911563873291016,0.29534611105918884,0.013497481122612953,eclipse thousands people rural areas swamp limit infrastructure,Neutral,Negative
'kyk3f2l',0.385,0.615,0.0,-0.6124,0.15044231712818146,0.7614787220954895,0.08807899057865143,work fast enough compensate annoy second drop think thing canada,Negative,Neutral
'kyk3lnf',0.278,0.473,0.249,-0.128,0.13021068274974823,0.6255916953086853,0.24419763684272766,disappoint prime cancel stack prim get good movies series find want look,Negative,Neutral
'kyk4z7z',0.109,0.648,0.243,0.5106,0.32461148500442505,0.5523344874382019,0.12305399775505066,ripoff ime experts little basic knowledge tech service order starlink directly setup idiotproof enough backend support thats free problems,Positive,Neutral
'kyk5fum',0.188,0.251,0.561,0.7141,0.1477150171995163,0.32072433829307556,0.5315606594085693,awesome delete thread look less dumb appreciate help,Positive,Positive
'kyk5na0',0.0,0.784,0.216,0.7717,0.05776577442884445,0.39255839586257935,0.5496758222579956,buy mine bestbuy last year didnt get warranty havent need buy mount kit bolt awning roof amazon perfect make sure make drip loop cable dont full weight cable pull connection dish,Positive,Positive
'kyk6ne2',0.0,1.0,0.0,0.0,0.09045358002185822,0.804587185382843,0.10495927929878235,beaver bend near break bow,Neutral,Neutral
'kyk7zut',0.166,0.723,0.111,-0.3979,0.5730491280555725,0.3764578700065613,0.05049296095967293,im data intensive stuff like game never notice occasional second dropouts know occur show system page lose signal reboot update otherwise seem tow load tvs stream program surveillance cams say neither service perfect bless ive never service fail time yet,Negative,Negative
'kyk8cep',0.0,1.0,0.0,0.0,0.021004153415560722,0.8809145092964172,0.09808136522769928,app update firmware push apr coincide update morning receive update middle night go wake couple days later get another firmware push mar background back,Neutral,Neutral
'kyk9o0g',0.067,0.727,0.206,0.5574,0.2360692173242569,0.689609706401825,0.07432106882333755,aside fee fee comment us operate fact base world laughable attempt make question starlink must get approval operate country operate like normal plenty countries operate simple full stop,Positive,Neutral
'kyk9yp2',0.0,0.675,0.325,0.802,0.013742293231189251,0.37062719464302063,0.6156305074691772,think maybe starlink phone provider shrink pixelate much look telus price good sales pitch much money would good security backup,Positive,Positive
'kyka7v2',0.0,1.0,0.0,0.0,0.8691868185997009,0.12126337736845016,0.009549842216074467,comment completely irrelevant op,Neutral,Negative
'kykamag',1.0,0.0,0.0,-0.4019,0.47053566575050354,0.4837515652179718,0.045712802559137344,complaints,Negative,Neutral
'kykawcf',0.177,0.823,0.0,-0.802,0.7493459582328796,0.23684242367744446,0.013811592943966389,provider nationalize otherwise still use heo satellite compete go fail soon sl drop area big provider basically go business service use heo satellite exclusively area absolute crap comparison see happen brics nations sign deal musk backend use sl network face customers,Negative,Negative
'kykaz8b',0.158,0.842,0.0,-0.3875,0.5596635341644287,0.4160255193710327,0.024310946464538574,also doesnt anything tap update restart manually also didnt take care hop update automatically tonight,Negative,Negative
'kykb1mp',0.167,0.833,0.0,-0.1027,0.17894205451011658,0.7761983275413513,0.04485969990491867,screw dish buy extra mount equipment https https,Negative,Neutral
'kykbbgm',0.271,0.585,0.144,-0.34,0.8135554790496826,0.1732066124677658,0.013237908482551575,understand monitor sub starlink support terrible take two weeks get response let alone part,Negative,Negative
'kykbdit',0.0,0.196,0.804,0.6249,0.00694225262850523,0.07282386720180511,0.9202338457107544,work great,Positive,Positive
'kykbhx4',0.0,0.831,0.169,0.2585,0.04163258895277977,0.8962172865867615,0.062150102108716965,churn data little years use original hardware router recently upgrade deco,Positive,Neutral
'kykcjec',0.0,1.0,0.0,0.0,0.13242776691913605,0.7924327850341797,0.07513946294784546,necessary read c starlink,Neutral,Neutral
'kykdezl',0.0,1.0,0.0,0.0,0.030112944543361664,0.9186767935752869,0.051210250705480576,plan constellation leo directly compete starlink kuiper,Neutral,Neutral
'kykdmng',0.0,1.0,0.0,0.0,0.11237826943397522,0.8160399198532104,0.07158176600933075,go bolt stump back yard cable run house,Neutral,Neutral
'kykdrz1',0.0,0.734,0.266,0.4404,0.0033054572995752096,0.0593784861266613,0.9373160004615784,years gen rev still roll along lately better ever,Positive,Positive
'kyke8n0',0.079,0.613,0.308,0.9469,0.04799118638038635,0.2761996388435364,0.6758092045783997,gen hammer away years still get amaze speed never drop worst time back mbps upload ms latency also spare poe ship back stop manufacture gen incase mine ever fail havent need ever swap yet thankfully gen best dish make reason need perform good beta could positive review show world starlink perform go public,Positive,Positive
'kykf9yz',0.0,0.878,0.122,0.3612,0.0410032644867897,0.7890493869781494,0.16994743049144745,would make expense set constellation musks ready go would make sense make nationalize provider reseller brand use starlink network,Positive,Neutral
'kykffpj',0.053,0.853,0.094,0.6479,0.41104668378829956,0.5026347041130066,0.08631861954927444,first take wide path around lake michigan seem fix wireless tall tower ought able get lake far even go around wouldnt far detour space back shortwave bandwidth ridiculously low yes theres essentially unlimited bandwidth milliseconds behind via fiber amount bandwidth need shortwave link carry really much time sensitive information example could simply send single integer index choose one option gigabyte array predictions send ahead time milliseconds ago also starlink isnt useful hft much less bandwidth fiber also higher latency shortwave narrow window medium bandwidth extreme distance medium latency need would actually fit starlink im sure anything really fit firm dont capital require maintain bunch fcc license large radio tower etc yeah maybe theres niche people cant afford radio infrastructure,Positive,Neutral
'kykg1ti',0.0,0.549,0.451,0.6249,0.006604654248803854,0.15574125945568085,0.8376540541648865,get round dishy still function great,Positive,Positive
'kykh7ac',0.108,0.819,0.073,-0.2023,0.3829428255558014,0.5543264150619507,0.06273084878921509,one reason think get extend warranty doubt anyone bestbuy could fix issue might able replace would wait weeks get replacement anyways,Negative,Neutral
'kykhkfb',0.0,0.675,0.325,0.1139,0.1135493814945221,0.6057221293449402,0.2807284891605377,gen never miss beat,Positive,Neutral
'kykhsrw',0.0,1.0,0.0,0.0,0.0817241370677948,0.4961286187171936,0.42214733362197876,gen get faster every year,Neutral,Neutral
'kykjc11',0.0,1.0,0.0,0.0,0.17920513451099396,0.7749003767967224,0.045894425362348557,think way im go see ping oversea servers,Neutral,Neutral
'kykk3vh',0.0,0.541,0.459,0.1779,0.10568197816610336,0.8021414875984192,0.09217661619186401,extend couplers outside,Positive,Neutral
'kykk5uh',0.092,0.54,0.368,0.8271,0.03548770397901535,0.5540395379066467,0.41047272086143494,original gen beta still go strong several harsh winter strong thunderstorms smoke wildfires ive clean surface terminal twice particular reason preventive maintenance,Positive,Neutral
'kykkefz',0.0,0.526,0.474,0.4019,0.044074203819036484,0.8820950984954834,0.07383068650960922,round dish party router,Positive,Neutral
'kyknpk9',0.0,1.0,0.0,0.0,0.1508970856666565,0.7990868091583252,0.050016071647405624,aggregation theyd rather data come us base starlink,Neutral,Neutral
'kyknpu4',0.0,1.0,0.0,0.0,0.1735834926366806,0.6488329172134399,0.17758359014987946,leo service,Neutral,Neutral
'kyko2h2',0.134,0.738,0.128,-0.0258,0.096054308116436,0.8177284002304077,0.08621732890605927,control people actually see see china russia etc allow users view content uncontrolled,Neutral,Neutral
'kykq7yd',0.0,1.0,0.0,0.0,0.06389748305082321,0.8758676052093506,0.060234881937503815,dishy home make ridgemount concrete slabs haul home make sled pulley system,Neutral,Neutral
'kyks09l',0.0,1.0,0.0,0.0,0.06622277945280075,0.8469656109809875,0.08681156486272812,season start june,Neutral,Neutral
'kyksdav',0.0,1.0,0.0,0.0,0.3546766936779022,0.5636212825775146,0.08170197159051895,gen single issue,Neutral,Neutral
'kykserl',0.0,0.556,0.444,0.1531,0.16522639989852905,0.693843424320221,0.14093017578125,solid since sept,Positive,Neutral
'kyksvnt',0.0,1.0,0.0,0.0,0.30331453680992126,0.6216433644294739,0.07504215836524963,https https seem work norway,Neutral,Neutral
'kyktvka',0.0,1.0,0.0,0.0,0.07144441455602646,0.8504446148872375,0.07811091095209122,run since early beta always use routers,Neutral,Neutral
'kykvjbk',0.0,0.685,0.315,0.8779,0.02857220731675625,0.3020603060722351,0.6693674325942993,people live rural areas non service areas first see speed come starlink like get hit bolt lightning absolute best options situations happier experience starlink tbh,Positive,Positive
'kykychb',0.0,1.0,0.0,0.0,0.06823371350765228,0.8119303584098816,0.11983591318130493,youre neck woods pm question far fairly quiet around,Neutral,Neutral
'kykywqz',0.0,1.0,0.0,0.0,0.513461172580719,0.45689597725868225,0.029642848297953606,know one simple request shark fricken lasers beam attach head,Neutral,Negative
'kykzuxn',0.494,0.506,0.0,-0.5994,0.312399297952652,0.6511672735214233,0.03643341362476349,star ghz death star ghz,Negative,Neutral
'kykzvy1',0.043,0.855,0.102,0.6249,0.3342013359069824,0.594032347202301,0.07176636904478073,think overestimate much influence satellite internet launch active satellite starlink unable provide mbps everywhere us share market densely populate countries satellite internet would run capacity even lower market share exactly go influence single digit market share prediction ccp wont subsidize launch small constellation satellite similar oneweb continuous coverage use mostly military critical infrastructure backup government police etc mobility dont need residential satellite internet internally ccp want fiber internet everywhere utility pole setup china basically everywhere electricity available make happen pricey rollout long run years fiber cheaper satellite even rural areas dont need large satellite constellation internally,Positive,Neutral
'kyl0cj0',0.0,0.669,0.331,0.8366,0.05881813168525696,0.5124107599258423,0.428771048784256,mine days ago due personal circumstances round dishy never drop beat whilst lovingly take wife put somewhere dry safe life changer,Positive,Neutral
'kyl2f74',0.0,1.0,0.0,0.0,0.04373570904135704,0.7990778088569641,0.15718646347522736,complex send comment able read second later think youre put much stock add complexities network come starlink,Neutral,Neutral
'kyl2kve',0.0,1.0,0.0,0.0,0.1184573546051979,0.8028374910354614,0.07870516180992126,map work still buy try think issue,Neutral,Neutral
'kyl2qth',0.0,1.0,0.0,0.0,0.17802834510803223,0.7318918108940125,0.0900798812508583,however id give cable little slack,Neutral,Neutral
'kyl2tcf',0.15,0.85,0.0,-0.3182,0.9019345045089722,0.09430694580078125,0.0037584882229566574,mine faulty seemingly non replaceable poe adapter thingy weeks ago rip still get unit,Negative,Negative
'kyl344y',0.0,0.548,0.452,0.5106,0.008106512017548084,0.3067205846309662,0.685172975063324,still go strong custom router,Positive,Positive
'kyl4124',0.0,0.833,0.167,0.4939,0.026490086689591408,0.831563413143158,0.1419464349746704,want pair bond two interfaces computer easy require two physical interfaces work locally computer find ancient router lacp juniper mx series instance would,Positive,Neutral
'kyl4ag6',0.101,0.769,0.13,0.1531,0.32084596157073975,0.6485777497291565,0.030576251447200775,datarates shortwave likely way low support need source long time amateur radio operator focus digital modes hf mf,Positive,Neutral
'kyl5aqd',0.078,0.727,0.195,0.6124,0.06669645756483078,0.6560656428337097,0.27723798155784607,use shortwave isolation though essentially unlimited bandwidth fiber milliseconds later shortwave doesnt need send much example could pick best predictions send advance fiber something like hardly need bandwidth,Positive,Neutral
'kyl5odr',0.0,0.645,0.355,0.5106,0.0614841990172863,0.4401931166648865,0.49832263588905334,eat bag dicks starlinks still impressive technologically,Positive,Positive
'kyl63lv',0.0,0.753,0.247,0.3182,0.02914513275027275,0.7665532231330872,0.2043016403913498,part need available store bring back radioshack please,Positive,Neutral
'kyl64j0',0.0,0.833,0.167,0.1531,0.011172999627888203,0.16114486753940582,0.8276821374893188,customer report rock solid ever since never even issue,Positive,Positive
'kyl67nz',0.0,1.0,0.0,0.0,0.11109569668769836,0.8448529839515686,0.044051360338926315,mine service currently turn reason itll go back service backup wan need,Neutral,Neutral
'kyl67z2',0.0,0.722,0.278,0.6597,0.01321896631270647,0.2567428648471832,0.7300381064414978,feel like need maker store ever anyone start could make world better place makers think dm,Positive,Positive
'kyl6exp',0.0,1.0,0.0,0.0,0.04157840833067894,0.7424196600914001,0.21600191295146942,could call maybe,Neutral,Neutral
'kyl6nkm',0.077,0.923,0.0,-0.4404,0.04507959634065628,0.9100052714347839,0.04491502791643143,destinations advertise aaaa resource record dns actually listen address operate network gateways cope destinations sometimes find destinations advertise aaaa record one home knock generally track network operations contact via whois record address block domain let know,Negative,Neutral
'kyl6qg0',0.0,0.615,0.385,0.3612,0.08512967824935913,0.6461651921272278,0.2687050402164459,unit function like reliable sturdy,Positive,Neutral
'kyl6twq',0.0,1.0,0.0,0.0,0.0957447960972786,0.8069613575935364,0.09729380905628204,use mine clock,Neutral,Neutral
'kyl70sv',0.0,0.9,0.1,0.323,0.06608058512210846,0.7895535826683044,0.1443658173084259,live road moderne people would call digital nomad say somewhere month month half place mostly whatever little european wilderness leave couldnt without starlink also solar power battery mean havent lose connection work,Positive,Neutral
'kyl92bn',0.118,0.882,0.0,-0.5859,0.28772589564323425,0.6870682835578918,0.025205746293067932,go ahead cut cable ask starlink unit may shorter cable due power requirements output power supply losses longer cable compare specifications two units may cat braid foil shield foil shield twist pair specifcations also show cable https https,Negative,Neutral
'kyl950e',0.0,1.0,0.0,0.0,0.21838919818401337,0.6529086232185364,0.12870214879512787,speedtest,Neutral,Neutral
'kyl9pqw',0.0,0.485,0.515,0.6486,0.005381323397159576,0.19650089740753174,0.7981177568435669,unifi dream machine pro still go strong,Positive,Positive
'kyl9trk',0.0,1.0,0.0,0.0,0.16097202897071838,0.8087199926376343,0.030308028683066368,remove rental option residential connections uk business,Neutral,Neutral
'kyl9vml',0.0,1.0,0.0,0.0,0.14592456817626953,0.8035932779312134,0.05048220977187157,aus still thing accord advert,Neutral,Neutral
'kylat26',0.574,0.426,0.0,-0.4019,0.28098833560943604,0.6956291198730469,0.023382605984807014,queensland australia complaints,Negative,Neutral
'kylbfvc',0.24,0.479,0.281,0.1531,0.1899588704109192,0.4520394504070282,0.358001708984375,work great new gen still box case gen fail,Positive,Neutral
'kyldehi',0.306,0.694,0.0,-0.296,0.11166580021381378,0.8410936594009399,0.04724055156111717,suspect become available political issue settle,Negative,Neutral
'kyldfcy',0.0,0.758,0.242,0.1531,0.02356855571269989,0.7410282492637634,0.23540322482585907,zealand since zero issue solid rock,Positive,Neutral
'kyldn36',0.211,0.636,0.153,-0.3197,0.5171264410018921,0.4536033272743225,0.029270270839333534,get middle move new house amid chaos move forget secure even roof yet fell foot enough break dish contact starlink yesterday explain fault reply say send new one completely free,Negative,Negative
'kylfyof',0.0,1.0,0.0,0.0,0.14206060767173767,0.6597709059715271,0.1981685608625412,get ta try,Neutral,Neutral
'kylhmy5',0.0,1.0,0.0,0.0,0.06428438425064087,0.8800650835037231,0.05565055459737778,starlink app adapter sell around usd kenya know markup,Neutral,Neutral
'kylkdt8',0.0,1.0,0.0,0.0,0.036344610154628754,0.8815247416496277,0.08213067054748535,think ios thing atm,Neutral,Neutral
'kylkjo1',0.0,1.0,0.0,0.0,0.009438160806894302,0.28031840920448303,0.7102434635162354,live middle nowhere uk service cable lay starlink combine deco get incredible speed,Neutral,Positive
'kylknam',0.119,0.613,0.268,0.8176,0.04634782299399376,0.5070632100105286,0.4465889632701874,kenya use starlink dishy roof app say obstructions speed good around ghz like mbps measure http however latency always play fortnite middle east servers get starlink europe ping lower middle east middle east shoot ping switch isp ping lower like middle east please help,Positive,Neutral
'kylkztm',0.0,0.796,0.204,0.3182,0.08082234859466553,0.8682656288146973,0.05091194808483124,recent version starlink app ability selectively pause internet access device,Positive,Neutral
'kylm0pw',0.0,1.0,0.0,0.0,0.18387699127197266,0.6529605984687805,0.1631624698638916,nachowifi,Neutral,Neutral
'kylnt8b',0.141,0.748,0.111,-0.2714,0.40000203251838684,0.5368873476982117,0.0631105825304985,never intend provide service everywhere intend provide mbps service areas serve fiber poorly serve cellular coverage succeed reduce far effectively rdop program enact purpose hijack fiber suppliers improve inner city suburban service gigabit ignore dsl wisp areas receive mb internet worldwide already capable give remote areas service affluent metropolitan areas come expect although never able get significant penetration congest areas unless cities us fiber suppliers incompetent greedy customers turn anything else reason ccp launch compete constellation pressure nations use exclusively filter content probably ai censor currently within border,Negative,Neutral
'kylntv6',0.062,0.705,0.233,0.5994,0.02138715423643589,0.6188920736312866,0.3597208559513092,rent mine cable break get new one send week pay cent sure luck work experience far edit also australia,Positive,Neutral
'kylo05u',0.0,0.552,0.448,0.6486,0.009912570007145405,0.7022759914398193,0.28781136870384216,beta tester original work fine snow melt solid reposition regularly slightly solid product,Positive,Neutral
'kylocn1',0.773,0.227,0.0,-0.5267,0.932060956954956,0.057368312031030655,0.010570792481303215,thats stupid,Negative,Negative
'kylqzpl',0.111,0.649,0.241,0.7003,0.040965765714645386,0.5954475998878479,0.3635866045951843,reply forget cable change end buy gen best buy bite effort able add new unit account stop old one go see get apply recent payment new unit thank share,Positive,Neutral
'kylrf3o',0.039,0.961,0.0,-0.4588,0.10258002579212189,0.8397396802902222,0.057680319994688034,somme positif non si je ne trompe pas leur politique officielle surtout de combler les zone sans fibre voir sans adsl pour vivant dans une grande ville avec admettons plein de clients starlink autour de lui ce serait un souci par contre si les voisins en campagne sur les quelques kms ne sont pas clients il ne devrait avoir aucun bridage au final ce que le sav semble dire ici si je lis bien,Negative,Neutral
'kyls1ml',0.0,0.763,0.237,0.7559,0.026978660374879837,0.3678338825702667,0.6051874756813049,untouched since jan zero issue thank sl hucking constant stream new sats speed greatly increase well buy gen back sale cdn backup still bench wait get game,Positive,Positive
'kyltez9',0.0,1.0,0.0,0.0,0.25494158267974854,0.6676343679428101,0.07742404192686081,since apr single issue ever,Neutral,Neutral
'kyluvj2',0.0,0.357,0.643,0.6597,0.003037765622138977,0.15276333689689636,0.8441989421844482,well still go strong february,Positive,Positive
'kylvcxt',0.286,0.714,0.0,-0.4215,0.6067522168159485,0.37285053730010986,0.020397206768393517,march fiber come summer though sadly say goodbye,Negative,Negative
'kylwoi0',0.11,0.522,0.368,0.9231,0.016015131026506424,0.15916888415813446,0.8248159885406494,lucky winner drop rate great really tho could still router cable dish crappy design company land rocket boosters move ship also still support guess order router cable see happen hopefully dishy hope starlink return policy,Positive,Positive
'kylww03',0.111,0.722,0.167,0.9061,0.25358420610427856,0.7033040523529053,0.04311171546578407,fix first unplug starlink router prevent check full length cable serious abrasions insulation damage crimp crush cut etc may sever conductor inspect connector receptacle bend break burn pin consider application quick spray electrical contact cleaner https side connection end cable eliminate oxidation buildup consider apply light coat dielectric grease https help protect connection future moisture condensation oxidation corrosion etc ensure connectors properly align securely reseat https finally certain secure cable structure within short distance connector slack length cable drip loop recommend provide strain relief connection also prevent act cable potentially cause excess tension unseat connector present temporarily remove starlink ethernet adapter hardware circuit may culprit perform factory reset cut power router time row reasonably quickly power router connect device starlink default ssid follow setup prompt app cable continuity test continue fail proactive investment spare part need continue troubleshoot ultimately pay swap first spare cable fail continuity test next spare router starlink mesh router good option fail continuity test finally full replacement kit send starlink spar available situation become totally reliant proper communication starlink support via submission ticket describe current symptoms troubleshoot step take bullet form hopefully engage bot obtain necessary replacement preempt delay starlink often require attachment upload follow digital photos face starlink dish cable connect mast dish cable connect base router include power lead router ac cable connect power source perhaps cable ping drop rate meter debug data,Positive,Neutral
'kylx78y',0.096,0.786,0.118,0.128,0.23209810256958008,0.6641058921813965,0.10379598289728165,years weeks ago party router stop work sl router connect work without issue fix meantime im back vacation yet check,Positive,Neutral
'kylxurt',0.0,0.888,0.112,0.2263,0.03283434361219406,0.916392982006073,0.05077270418405533,grind station give gps location satellite base satellite could decide allow grind station get connect internet,Positive,Neutral
'kylxwz9',0.25,0.547,0.203,-0.3818,0.2846258282661438,0.6967273950576782,0.018646838143467903,device imiss number outbox damage pleas advise allâ serial number,Negative,Neutral
'kylyr4e',0.208,0.664,0.128,-0.1739,0.8587537407875061,0.136834517121315,0.004411653615534306,see post happen seem issue affect gen mine stop work days ago support still hasnt resolve issue,Negative,Negative
'kylys46',0.0,1.0,0.0,0.0,0.06424510478973389,0.8393691778182983,0.096385657787323,actually resell starlink incase youve loop https https,Neutral,Neutral
'kylz5ne',0.0,0.645,0.355,0.5106,0.015675943344831467,0.3926853537559509,0.5916386842727661,since still go strong even salty air,Positive,Positive
'kylzaut',0.474,0.526,0.0,-0.4019,0.48607873916625977,0.4864583909511566,0.02746284380555153,years tower problems far,Negative,Neutral
'kylzpkk',0.0,1.0,0.0,0.0,0.14365026354789734,0.7954603433609009,0.06088949367403984,wonder buy gen kit,Neutral,Neutral
'kym1tyg',0.0,0.746,0.254,0.7003,0.008803404867649078,0.3302345871925354,0.6609619855880737,year post hillsboro county wonder get starlink better comcast xfinity think might better option esp since power go often,Positive,Positive
'kym21zj',0.0,0.868,0.132,0.4404,0.009713654406368732,0.6096056699752808,0.38068071007728577,two address different countries fly move hardware around country setup different location could useful near future intend move back country,Positive,Neutral
'kym5s3b',0.0,0.661,0.339,0.6249,0.017273660749197006,0.19806328415870667,0.7846630215644836,slate ax router box work great issue change need,Positive,Positive
'kym66aq',0.0,1.0,0.0,0.0,0.2280540019273758,0.5791135430335999,0.19283245503902435,work,Neutral,Neutral
'kym7lvy',0.0,1.0,0.0,0.0,0.12168633192777634,0.8260668516159058,0.05224677920341492,starina bird cage mother barn barn watch horse really need game barn,Neutral,Neutral
'kym9ccn',0.126,0.823,0.052,-0.4998,0.6378383040428162,0.3383864164352417,0.023775268346071243,question orbi orbi series satellite crazy nothing problems starlink gen finally figure need put switch orbi starlink actually talk however last weeks every single week week take everything reset entire system come many light lamps become quite irritate issue,Negative,Negative
'kymatc6',0.043,0.919,0.038,0.1724,0.5488638877868652,0.41665494441986084,0.034481145441532135,hughesnet live far expensive data cap latency high get job work remotely goal hear starlink today would cost get setup monthly payments would half unless get business plan equipment fee thousands monthly bill im pay hughesnet question know starlink acceptable latency meet ping requirements company work remotely dont want spend money switch find still wouldnt able use get remote,Positive,Negative
